name,price,description,categories,url,image_urls,local_images
Bracelet,CHF20.00,Bracelet rouge et noir avec pendentif petit arbre. Pour un poignet de 16 cm / bijoux fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000623-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000624-scaled.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Bracelet vert et marron avec pendentif petit OM. Pour un poignet de 16 cm / bijoux fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-2/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000607-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000612-scaled.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Bracelet multicolore avec pendentif petit arbre. Pour un poignet de 16 cm / bijoux fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-3/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000609-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000611-scaled.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Bracelet bleu marine et bleu avec pendentif petit fleure. Pour un poignet de 16 cm / bijoux fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-4/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000615-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000617-scaled.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Bracelet violet et rose avec pendentif petit éléphant. Pour un poignet de 16 cm / bijoux fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-5/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000619-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000621-scaled.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-6/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010328-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101715.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-7/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101834.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101858.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-8/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101606.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101628.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-9/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010314-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101814.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-10/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101925.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101948.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-11/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010324-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_102038.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF20.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-12/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010330-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101543.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-13/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141716.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141002.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-14/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010287-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141025.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010286-scaled.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg; oprocaccini_export\images\bracelet\bracelet_3.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-15/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141853.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141202.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-16/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141811.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141118.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF5.00,Pour un poignet de 16 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-17/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141311.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg
Bracelet,CHF5.00,Pour un poignet de 16 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-18/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141351.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg
Bracelet,CHF5.00,Pour un poignet de 16 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-19/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141334.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg
Bracelet,CHF5.00,Pour un poignet de 16 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-20/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_141238.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg
Bracelet,CHF15.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-21/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_181410.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_181428.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF15.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-22/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_181445.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_181608.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF15.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-23/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010326-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_181719.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF15.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-24/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010333-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_181846.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF15.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-25/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010337-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_181938.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-26/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010334-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182013.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-27/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010313-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182156.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-28/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010346-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182259.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-29/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010357-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182511.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-30/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010353-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182604.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-31/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010345-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182700.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-32/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010341-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182759.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-33/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010346-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_182927.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Pour un poignet de 18 cm.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-34/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010348-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_183040.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-35/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_095934.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0938-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-36/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100000.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0939-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-37/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100021.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0940-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-38/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100047.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0941-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-39/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100131.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0942-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-40/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100154.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0943-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-41/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100225.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0944-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-42/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100545.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0953.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-43/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100605.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0954-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-44/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100626.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0955-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-45/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100643.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0956-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-46/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100702.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0957-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-47/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100721.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0958-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-48/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100744.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0959-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-49/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100801.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0960-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-50/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100824.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0961-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-51/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100840.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0962-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-52/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100900.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0963-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-53/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100930.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0964-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-54/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100957.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0965-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-55/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100445.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0950-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-56/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100425.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0949-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-57/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100406.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0948-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-58/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100254.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0945-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-59/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100322.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0946-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-60/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100347.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0947-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet,CHF10.00,Diamètre de 20 cm .,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-61/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211109_100509.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/IMG_0952-rotated.jpg,oprocaccini_export\images\bracelet\bracelet_1.jpg; oprocaccini_export\images\bracelet\bracelet_2.jpg
Bracelet coquillage,CHF10.00,Bracelet fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-coquillage/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010304-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_6900.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010305-scaled.jpg,oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_1.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_2.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_3.jpg
Bracelet coquillage,CHF10.00,Bracelet fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-coquillage-2/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010301-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_6902.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010302-scaled.jpg,oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_1.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_2.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_3.jpg
Bracelet coquillage,CHF10.00,Bracelet fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-coquillage-3/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010307-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_6905.jpg,oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_1.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_2.jpg
Bracelet coquillage,CHF10.00,Bracelet fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-coquillage-4/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010291-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_6890.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010292-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010293-scaled.jpg,oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_1.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_2.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_3.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_4.jpg
Bracelet coquillage,CHF10.00,Bracelet fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-coquillage-5/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010290-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_6888.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010289-scaled.jpg,oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_1.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_2.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_3.jpg
